,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros
501,2017,3,Santiago Del Estero,27733,54096,19,911,35
502,2017,3,Tierra Del Fuego,21587,7012,622,1,2244
503,2017,3,Tucumán,154130,6431,106,40,305
504,2017,2,Buenos Aires,1378549,1535037,119132,21555,24358
505,2017,2,Capital Federal,615262,932466,38628,2819,11016
506,2017,2,Catamarca,26401,255,14,1,34
507,2017,2,Chaco,54449,35613,458,52,39
508,2017,2,Chubut,43994,1067,916,13194,4804
509,2017,2,Córdoba,341748,303488,4451,6446,1505
510,2017,2,Corrientes,55262,33192,258,1354,31
511,2017,2,Entre Ríos,108309,67650,254,6448,71
512,2017,2,Formosa,22493,6410,17,1023,13
513,2017,2,Jujuy,33742,8858,22,0,35
514,2017,2,La Pampa,12754,48310,5194,6253,511
515,2017,2,La Rioja,16244,0,15,2,28
516,2017,2,Mendoza,153331,13030,2581,27,1784
517,2017,2,Misiones,56752,42925,103,5,9
518,2017,2,Neuquén,51794,50283,1133,11545,2678
519,2017,2,Río Negro,67038,29147,961,3213,1260
520,2017,2,Salta,80184,27280,115,158,804
521,2017,2,San Juan,48670,451,772,1073,915
522,2017,2,San Luis,11432,1120,354,26,375
523,2017,2,Santa Cruz,15311,2722,1365,4735,2255
524,2017,2,Santa Fe,329813,228102,3234,4958,1173
525,2017,2,Santiago Del Estero,28337,3900,19,911,29
526,2017,2,Tierra Del Fuego,22636,6905,665,1,2350
527,2017,2,Tucumán,149013,5223,116,14,45
528,2017,1,Buenos Aires,1559178,1465817,118839,21200,24342
529,2017,1,Capital Federal,428801,918328,38259,2730,10928
530,2017,1,Catamarca,26020,248,14,1,34
531,2017,1,Chaco,54430,34277,252,52,39
532,2017,1,Chubut,43994,999,916,13194,4793
533,2017,1,Córdoba,335673,293479,4871,5782,1394
534,2017,1,Corrientes,54993,31994,236,1354,31
535,2017,1,Entre Ríos,108509,65095,230,6448,71
536,2017,1,Formosa,22438,6215,16,1023,13
537,2017,1,Jujuy,33869,9278,22,0,34
538,2017,1,La Pampa,12754,47195,5194,6253,517
539,2017,1,La Rioja,16180,0,15,2,28
540,2017,1,Mendoza,153326,13030,2581,27,1769
541,2017,1,Misiones,57363,40142,101,5,8
542,2017,1,Neuquén,51771,48109,1124,11665,2670
543,2017,1,Río Negro,67075,28785,954,3213,1261
544,2017,1,Salta,79837,26845,114,158,679
545,2017,1,San Juan,48670,451,772,1073,907
546,2017,1,San Luis,11432,1120,354,26,375
547,2017,1,Santa Cruz,15502,2722,1272,4733,2257
548,2017,1,Santa Fe,327458,226094,3210,4948,1172
549,2017,1,Santiago Del Estero,29616,3900,19,911,29
550,2017,1,Tierra Del Fuego,22636,6905,665,1,2350
551,2017,1,Tucumán,147373,5223,116,14,45
552,2016,4,Buenos Aires,1563542,1414676,118747,21394,24342
553,2016,4,Capital Federal,434835,914952,38161,2583,10928
554,2016,4,Catamarca,26735,250,14,1,34
555,2016,4,Chaco,54974,33534,248,52,39
556,2016,4,Chubut,43994,955,916,13107,4793
557,2016,4,Córdoba,337368,289344,3368,5686,789
558,2016,4,Corrientes,54981,31497,233,1354,31
559,2016,4,Entre Ríos,109359,64141,226,6448,71
560,2016,4,Formosa,22400,6061,16,1023,13
561,2016,4,Jujuy,33838,8731,22,0,34
562,2016,4,La Pampa,12754,47245,5054,6253,522
563,2016,4,La Rioja,16270,0,16,2,28
564,2016,4,Mendoza,153320,13030,2579,27,1769
565,2016,4,Misiones,57983,39294,100,5,8
566,2016,4,Neuquén,51742,46389,1124,11910,2670
567,2016,4,Río Negro,67057,28474,954,3274,1261
568,2016,4,Salta,79389,26657,110,158,621
569,2016,4,San Juan,48670,451,772,1121,907
570,2016,4,San Luis,11432,1120,354,26,375
571,2016,4,Santa Cruz,15607,2722,1055,4823,2257
572,2016,4,Santa Fe,326721,225792,3201,4946,1172
573,2016,4,Santiago Del Estero,30192,3900,19,911,29
574,2016,4,Tierra Del Fuego,22636,6905,665,1,2350
575,2016,4,Tucumán,146995,4482,116,14,45
576,2016,3,Buenos Aires,1574216,1355770,113463,18867,24276
577,2016,3,Capital Federal,447726,905105,36796,2514,10963
578,2016,3,Catamarca,26689,248,14,1,18
579,2016,3,Chaco,56251,32730,232,2,15
580,2016,3,Chubut,43987,935,916,13364,4750
581,2016,3,Córdoba,348481,285480,2540,5695,395
582,2016,3,Corrientes,55934,30813,217,1354,22
583,2016,3,Entre Ríos,112588,61850,206,6441,64
584,2016,3,Formosa,21800,5905,9,0,2
585,2016,3,Jujuy,34250,8236,22,0,30
586,2016,3,La Pampa,12751,45952,4910,6236,515
587,2016,3,La Rioja,16891,0,15,2,22
588,2016,3,Mendoza,153233,13030,2576,28,1757
589,2016,3,Misiones,59776,38130,79,5,7
590,2016,3,Neuquén,51752,44739,1093,12402,2617
591,2016,3,Río Negro,67043,28496,942,3293,1252
592,2016,3,Salta,80866,26113,90,157,565
593,2016,3,San Juan,48670,451,770,1174,903
594,2016,3,San Luis,11432,1113,354,23,371
595,2016,3,Santa Cruz,15570,2722,817,4978,2170
596,2016,3,Santa Fe,334911,223011,3037,4862,1190
597,2016,3,Santiago Del Estero,31730,3900,19,3,8
598,2016,3,Tierra Del Fuego,22636,6276,665,1,2347
599,2016,3,Tucumán,147259,3850,116,53,41
600,2016,2,Buenos Aires,1579448,1305949,113070,21163,25661
601,2016,2,Capital Federal,450644,892209,36669,2390,12672
602,2016,2,Catamarca,26262,245,14,1,34
603,2016,2,Chaco,56112,31825,221,52,41
604,2016,2,Chubut,43977,867,916,13293,4803
605,2016,2,Córdoba,348891,277615,1709,5610,1089
606,2016,2,Corrientes,55511,29845,203,1354,43
607,2016,2,Entre Ríos,112809,58768,169,6434,193
608,2016,2,Formosa,22101,5658,6,1023,14
609,2016,2,Jujuy,33758,7374,22,0,35
610,2016,2,La Pampa,12754,44654,4708,6225,547
611,2016,2,La Rioja,16691,0,15,2,28
612,2016,2,Mendoza,153321,13030,2576,29,1868
613,2016,2,Misiones,59573,36145,77,5,15
614,2016,2,Neuquén,51742,42370,1088,12466,2849
615,2016,2,Río Negro,67031,28100,939,3300,1334
616,2016,2,Salta,79438,24719,85,151,539
617,2016,2,San Juan,48670,451,770,1214,908
618,2016,2,San Luis,11432,1063,354,30,377
619,2016,2,Santa Cruz,15453,2722,396,4996,2586
620,2016,2,Santa Fe,336244,219088,2981,4744,1417
621,2016,2,Santiago Del Estero,32101,3900,19,911,30
622,2016,2,Tierra Del Fuego,22636,5707,665,1,2350
623,2016,2,Tucumán,145486,2968,116,58,49
624,2016,1,Buenos Aires,1583560,1200859,111231,21108,25757
625,2016,1,Capital Federal,454425,832126,36332,2284,12729
626,2016,1,Catamarca,26096,243,15,1,34
627,2016,1,Chaco,56353,29994,211,52,41
628,2016,1,Chubut,43967,834,916,13280,4803
629,2016,1,Córdoba,350884,252346,674,5636,386
630,2016,1,Corrientes,55454,28491,192,1354,45
631,2016,1,Entre Ríos,113101,54948,146,6425,193
632,2016,1,Formosa,21852,5420,5,1023,14
633,2016,1,Jujuy,33481,6751,22,0,35
634,2016,1,La Pampa,12754,41881,4536,6209,549
635,2016,1,La Rioja,16645,0,16,2,28
636,2016,1,Mendoza,153299,13030,2576,34,1871
637,2016,1,Misiones,59538,33330,70,5,15
638,2016,1,Neuquén,51702,36122,1085,12502,2850
639,2016,1,Río Negro,66894,27312,937,3341,1338
640,2016,1,Salta,78973,22741,73,132,507
641,2016,1,San Juan,48670,451,770,1195,908
642,2016,1,San Luis,11432,1042,354,27,377
643,2016,1,Santa Cruz,15654,2723,396,5088,2426
644,2016,1,Santa Fe,338052,204816,3014,4686,1428
645,2016,1,Santiago Del Estero,32838,3900,19,911,30
646,2016,1,Tierra Del Fuego,22636,4834,665,1,2350
647,2016,1,Tucumán,144233,2165,116,74,49
648,2015,4,Buenos Aires,1586343,1223603,103269,20397,25773
649,2015,4,Capital Federal,455427,879950,19818,2273,12758
650,2015,4,Catamarca,26180,242,15,1,34
651,2015,4,Chaco,56818,29456,186,52,41
652,2015,4,Chubut,43968,811,916,13521,4803
653,2015,4,Córdoba,353530,266062,480,5613,385
654,2015,4,Corrientes,55681,28178,177,1354,45
655,2015,4,Entre Ríos,113983,53411,122,6427,194
656,2015,4,Formosa,21734,5314,4,1023,14
657,2015,4,Jujuy,32934,6933,22,0,35
658,2015,4,La Pampa,12755,42705,4327,6205,374
659,2015,4,La Rioja,16886,0,16,2,28
660,2015,4,Mendoza,153293,13030,2572,38,1874
661,2015,4,Misiones,60252,32533,48,5,15
662,2015,4,Neuquén,51680,38902,1048,12934,2852
663,2015,4,Río Negro,66851,27221,915,3407,1328
664,2015,4,Salta,78744,22446,47,129,554
665,2015,4,San Juan,48670,451,770,1230,908
666,2015,4,San Luis,11432,1025,354,30,377
667,2015,4,Santa Cruz,15614,2723,396,5261,2409
668,2015,4,Santa Fe,339843,212911,2885,4596,1437
669,2015,4,Santiago Del Estero,33582,4365,19,1139,30
670,2015,4,Tierra Del Fuego,22636,4301,665,1,2350
671,2015,4,Tucumán,144188,1653,116,88,50
672,2015,3,Buenos Aires,1585467,1183894,113590,19989,25825
673,2015,3,Capital Federal,454815,871262,30974,2229,12788
674,2015,3,Catamarca,25801,242,15,1,34
675,2015,3,Chaco,56282,28809,186,52,41
676,2015,3,Chubut,43964,792,916,13408,4803
677,2015,3,Córdoba,351692,264055,1450,5412,389
678,2015,3,Corrientes,55792,27604,176,1340,47
679,2015,3,Entre Ríos,113909,51945,122,6261,197
680,2015,3,Formosa,21573,5264,2,899,14
681,2015,3,Jujuy,32598,6895,22,0,35
682,2015,3,La Pampa,12755,41886,4078,6195,557
683,2015,3,La Rioja,16725,0,16,2,28
684,2015,3,Mendoza,153299,13030,2572,42,1880
685,2015,3,Misiones,59921,31635,46,5,15
686,2015,3,Neuquén,47102,36620,1045,13051,2798
687,2015,3,Río Negro,66806,27130,917,3415,1346
688,2015,3,Salta,78064,21688,47,129,645
689,2015,3,San Juan,48670,451,770,1231,908
690,2015,3,San Luis,11432,1025,354,31,377
691,2015,3,Santa Cruz,15540,2718,396,5226,2391
692,2015,3,Santa Fe,337042,209673,4169,4426,1428
693,2015,3,Santiago Del Estero,33886,4365,19,1097,30
694,2015,3,Tierra Del Fuego,22636,8085,665,1,2350
695,2015,3,Tucumán,142925,1135,116,88,50
696,2015,2,Buenos Aires,1581770,1141052,115660,19268,26040
697,2015,2,Capital Federal,453178,858342,19786,2172,12806
698,2015,2,Catamarca,25387,242,15,1,34
699,2015,2,Chaco,55767,27809,179,52,41
700,2015,2,Chubut,43949,762,916,13055,4803
701,2015,2,Córdoba,348130,255596,435,5199,386
702,2015,2,Corrientes,55238,26553,157,1321,47
703,2015,2,Entre Ríos,113378,49767,119,6031,197
704,2015,2,Formosa,21097,5164,2,737,50
705,2015,2,Jujuy,32183,5482,22,0,35
706,2015,2,La Pampa,12756,40825,3719,6190,562
707,2015,2,La Rioja,16463,0,16,2,28
708,2015,2,Mendoza,153301,13030,2572,38,1882
709,2015,2,Misiones,59179,29283,37,5,15
710,2015,2,Neuquén,47078,34183,1044,12781,2799
711,2015,2,Río Negro,66738,26268,916,3457,1348
712,2015,2,Salta,77214,20297,47,129,580
713,2015,2,San Juan,48670,451,770,1189,908
714,2015,2,San Luis,11432,1025,354,33,377
715,2015,2,Santa Cruz,15343,2707,396,4917,2400
716,2015,2,Santa Fe,333117,204685,2877,4320,1389
717,2015,2,Santiago Del Estero,33873,4365,19,1091,30
718,2015,2,Tierra Del Fuego,22636,7927,665,1,2350
719,2015,2,Tucumán,139944,479,116,88,50
720,2015,1,Buenos Aires,1583135,1096836,134177,18754,28940
721,2015,1,Capital Federal,454934,841743,19334,1994,14716
722,2015,1,Catamarca,25033,241,16,1,41
723,2015,1,Chaco,54952,26161,164,27,56
724,2015,1,Chubut,45645,717,906,12540,5465
725,2015,1,Córdoba,343883,247564,415,4645,450
726,2015,1,Corrientes,54649,25372,129,1319,62
727,2015,1,Entre Ríos,112363,47411,108,5943,245
728,2015,1,Formosa,21022,4951,1,670,56
729,2015,1,Jujuy,31505,5048,22,0,36
730,2015,1,La Pampa,13143,39571,3215,6164,604
731,2015,1,La Rioja,16282,0,16,2,33
732,2015,1,Mendoza,152433,13030,2542,29,2126
733,2015,1,Misiones,58262,26836,30,5,13
734,2015,1,Neuquén,47518,32152,1024,12088,2960
735,2015,1,Río Negro,66274,25217,907,3473,1462
736,2015,1,Salta,76280,19781,47,129,574
737,2015,1,San Juan,48441,451,755,1165,1007
738,2015,1,San Luis,11414,1025,351,30,412
739,2015,1,Santa Cruz,16215,2700,392,4772,2562
740,2015,1,Santa Fe,328809,199037,2845,4239,1507
741,2015,1,Santiago Del Estero,33813,4365,19,1020,35
742,2015,1,Tierra Del Fuego,22291,7924,657,1,2583
743,2015,1,Tucumán,137857,115,116,88,100
744,2014,4,Buenos Aires,1575978,1070135,120528,17728,32038
745,2014,4,Capital Federal,455785,840224,17155,1962,15394
746,2014,4,Catamarca,25192,241,16,0,44
747,2014,4,Chaco,55024,10918,31,0,62
748,2014,4,Chubut,48539,697,891,12256,6159
749,2014,4,Córdoba,345157,240452,419,3918,486
750,2014,4,Corrientes,54754,9526,40,1315,75
751,2014,4,Entre Ríos,112291,23027,57,5178,260
752,2014,4,Formosa,21245,4896,1,0,65
753,2014,4,Jujuy,31349,4583,22,37,11
754,2014,4,La Pampa,16043,34281,514,5894,648
755,2014,4,La Rioja,16352,0,17,0,33
756,2014,4,Mendoza,151797,13030,2534,31,2222
757,2014,4,Misiones,58435,18613,16,150,15
758,2014,4,Neuquén,47721,31778,1014,11853,3030
759,2014,4,Río Negro,66307,23703,901,3819,1530
760,2014,4,Salta,76026,17289,48,6,578
761,2014,4,San Juan,48653,451,740,1202,1073
762,2014,4,San Luis,11419,926,355,24,423
763,2014,4,Santa Cruz,17553,448,388,4395,2929
764,2014,4,Santa Fe,335267,183009,3205,6282,1634
765,2014,4,Santiago Del Estero,34110,4231,19,920,37
766,2014,4,Tierra Del Fuego,21948,3664,655,1,2722
767,2014,4,Tucumán,137093,97,116,13,105
768,2014,3,Buenos Aires,1562533,1110628,124474,20049,31881
769,2014,3,Capital Federal,450155,833402,17886,1995,14387
770,2014,3,Catamarca,24380,244,15,0,47
771,2014,3,Chaco,53321,10336,29,1,59
772,2014,3,Chubut,49219,668,882,11853,6515
773,2014,3,Córdoba,340212,240334,444,4064,377
774,2014,3,Corrientes,52957,9184,31,1312,65
775,2014,3,Entre Ríos,108907,22440,48,5203,135
776,2014,3,Formosa,21021,4836,0,0,80
777,2014,3,Jujuy,30128,3541,22,37,13
778,2014,3,La Pampa,16051,33940,538,11219,677
779,2014,3,La Rioja,15864,0,14,1,37
780,2014,3,Mendoza,150120,13030,2512,40,2222
781,2014,3,Misiones,56933,18373,4,3,14
782,2014,3,Neuquén,54458,30964,1000,12858,3087
783,2014,3,Río Negro,65264,26590,888,3533,1505
784,2014,3,Salta,73828,18394,43,109,580
785,2014,3,San Juan,48272,451,731,1199,1126
786,2014,3,San Luis,11303,925,355,25,438
787,2014,3,Santa Cruz,17862,492,385,4273,3098
788,2014,3,Santa Fe,325577,183630,4407,6540,733
789,2014,3,Santiago Del Estero,32820,3900,19,768,41
790,2014,3,Tierra Del Fuego,21840,3469,650,1,2832
791,2014,3,Tucumán,131739,97,117,13,100
792,2014,2,Buenos Aires,1568881,1025490,120008,17020,33147
793,2014,2,Capital Federal,447637,828411,17729,1883,14555
794,2014,2,Catamarca,24380,243,17,0,43
795,2014,2,Chaco,53321,9870,30,0,58
796,2014,2,Chubut,51070,649,866,10960,6974
797,2014,2,Córdoba,337825,234729,351,3673,374
798,2014,2,Corrientes,52883,8680,31,1309,55
799,2014,2,Entre Ríos,108900,21706,49,4795,133
800,2014,2,Formosa,20894,4628,0,0,78
801,2014,2,Jujuy,30128,4161,23,40,9
802,2014,2,La Pampa,15957,32600,513,5869,689
803,2014,2,La Rioja,15864,0,14,0,34
804,2014,2,Mendoza,148979,13030,2480,36,2282
805,2014,2,Misiones,56933,17594,4,150,8
806,2014,2,Neuquén,47767,29776,997,10765,2983
807,2014,2,Río Negro,64920,24944,876,3657,1560
808,2014,2,Salta,73841,17504,45,7,577
809,2014,2,San Juan,48161,451,722,1139,1173
810,2014,2,San Luis,11306,925,354,22,448
811,2014,2,Santa Cruz,18956,448,381,4118,3266
812,2014,2,Santa Fe,324101,178495,3085,6041,636
813,2014,2,Santiago Del Estero,32820,4231,19,907,34
814,2014,2,Tierra Del Fuego,21618,3008,648,1,2934
815,2014,2,Tucumán,131740,97,121,13,98
816,2014,1,Buenos Aires,1567685,1000879,120960,16528,33824
817,2014,1,Capital Federal,445569,820161,17767,1866,14555
818,2014,1,Catamarca,24126,46,17,0,43
819,2014,1,Chaco,52971,9497,30,0,58
820,2014,1,Chubut,51066,539,866,10776,6974
821,2014,1,Córdoba,336841,225769,347,3585,368
822,2014,1,Corrientes,52565,8279,31,1306,55
823,2014,1,Entre Ríos,107883,21379,49,4887,133
824,2014,1,Formosa,20774,4548,0,0,100
825,2014,1,Jujuy,29765,4030,23,0,9
826,2014,1,La Pampa,15826,31305,513,5848,701
827,2014,1,La Rioja,15663,0,14,0,34
828,2014,1,Mendoza,148970,12076,2480,37,2282
829,2014,1,Misiones,56597,17191,4,150,8
830,2014,1,Neuquén,47790,28161,997,10381,3051
831,2014,1,Río Negro,64886,24156,876,3576,1572
832,2014,1,Salta,73131,17538,45,8,568
833,2014,1,San Juan,48161,434,722,808,1173
834,2014,1,San Luis,11306,428,354,21,448
835,2014,1,Santa Cruz,18927,100,381,4092,3264
836,2014,1,Santa Fe,322662,174296,3059,5951,644
837,2014,1,Santiago Del Estero,32567,3598,19,915,34
838,2014,1,Tierra Del Fuego,21618,2837,648,1,2934
839,2014,1,Tucumán,129717,83,121,13,98
